link,price,street,property_type,neighborhood,city,floor,rooms,area_sqm,price_per_sqrm
https://www.yad2.co.il/realestate/item/bnnk3gk7?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=96,3190000.0,"בית הכרם, רמת בית הכרם",דירה,בית הכרם,ירושלים,5.0,4.0,100.0,31900.0
https://www.yad2.co.il/realestate/item/ljlkxqvs?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=97,3950000.0,יפה רום 41,דירת גן,גילה,ירושלים,1.0,5.0,150.0,26333.333333333332
https://www.yad2.co.il/realestate/item/jrykrp9r?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=97,2900000.0,גילה,גג/ פנטהאוז,גילה,ירושלים,2.0,4.0,120.0,24166.666666666668
https://www.yad2.co.il/realestate/item/9fnhozeq?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=98,6390000.0,י.צ. מיכאלסון,דירת גן,ניות,ירושלים,0.0,5.0,280.0,22821.428571428572
https://www.yad2.co.il/realestate/item/ryxv5gcg?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=98,2520000.0,עמנואל זיסמן,דירה,ירושלים,ירושלים,2.0,4.0,95.0,26526.315789473683
https://www.yad2.co.il/realestate/item/khgix8v4?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=99,2630000.0,זאב חקלאי 15,דירה,בית וגן,ירושלים,4.0,3.0,70.0,37571.42857142857
https://www.yad2.co.il/realestate/item/f0vs10ky?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=99,4500000.0,ניתאי הארבלי,דירת גן,ירושלים,ירושלים,1.0,4.0,104.0,43269.230769230766
https://www.yad2.co.il/realestate/item/cz8fwex6?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=100,3000000.0,"אהרון מזי""א 1",דירת גן,מרכז העיר,ירושלים,0.0,2.0,67.0,44776.119402985074
https://www.yad2.co.il/realestate/item/li8o4jnq?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=101,2222000.0,שמחה הולצברג 30,דירה,פסגת זאב,ירושלים,1.0,3.0,80.0,27775.0
https://www.yad2.co.il/realestate/item/5jcaejk2?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=101,2350000.0,"ארמון הנציב, תלפיות מזרח",דירה,ארמון הנציב,ירושלים,2.0,4.0,85.0,27647.058823529413
https://www.yad2.co.il/realestate/item/w0tom9pr?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=101,2680000.0,בר יוחאי,דירה,קטמונים,ירושלים,2.0,3.0,85.0,31529.41176470588
https://www.yad2.co.il/realestate/item/sxykprxv?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=101,2700000.0,קורא הדורות,דירה,תלפיות,ירושלים,1.0,3.0,94.0,28723.40425531915
https://www.yad2.co.il/realestate/item/sqd2hspx?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=102,8600000.0,הסתת,בית פרטי/ קוטג',בית הכרם,ירושלים,0.0,7.0,256.0,33593.75
https://www.yad2.co.il/realestate/item/zyvj5cgg?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=103,2600000.0,קדיש לוז 12,דירה,רמת שרת,ירושלים,2.0,3.0,74.0,35135.13513513513
https://www.yad2.co.il/realestate/item/g9mwrxg1?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=103,2750000.0,בן ציון דינור,דירה,בית הכרם,ירושלים,2.0,3.0,70.0,39285.71428571428
https://www.yad2.co.il/realestate/item/gpl1wvuu?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=103,3490000.0,חיים סירני,דירה,קרית היובל,ירושלים,1.0,4.0,140.0,24928.571428571428
https://www.yad2.co.il/realestate/item/rjbmjo89?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=104,6100000.0,משה קול,דירת גן,בית הכרם,ירושלים,1.0,4.0,124.0,49193.54838709677
https://www.yad2.co.il/realestate/item/2dc30rvq?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=104,5190000.0,שדרות הרצל,דירה,בית הכרם,ירושלים,4.0,5.0,130.0,39923.07692307692
https://www.yad2.co.il/realestate/item/hihsc0hi?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=105,5200000.0,פאול גרינינגר 29,בית פרטי/ קוטג',פסגת זאב,ירושלים,0.0,6.0,300.0,17333.333333333332
https://www.yad2.co.il/realestate/item/fom3gqeb?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=105,5990000.0,ברכה צפירה,דירת גן,רמת שרת,ירושלים,1.0,5.0,190.0,31526.315789473683
https://www.yad2.co.il/realestate/item/j37z3w7q?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=105,1790000.0,גילה,דירה,גילה,ירושלים,1.0,3.0,75.0,23866.666666666668
https://www.yad2.co.il/realestate/item/aoox2nw4?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=106,3090000.0,הרב יצחק חי טייב 18,דירה,הר נוף,ירושלים,5.0,4.0,100.0,30900.0
https://www.yad2.co.il/realestate/item/2ioh98kr?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=106,2700000.0,פסח חברוני 122,דירה,קרית היובל,ירושלים,2.0,3.0,67.0,40298.50746268657
https://www.yad2.co.il/realestate/item/h6pat6zh?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=107,4250000.0,"שח""ל 77",דירה,גבעת מרדכי,ירושלים,5.0,4.0,130.0,32692.30769230769
https://www.yad2.co.il/realestate/item/8sxn1y2q?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=108,3950000.0,גרשון אבנר,דירת גן,ארמון הנציב,ירושלים,1.0,6.0,200.0,19750.0
https://www.yad2.co.il/realestate/item/i2wj1pgs?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=108,5350000.0,רבי שלמה זלמן דרוק,דירה,רמת שלמה,ירושלים,2.0,7.0,220.0,24318.18181818182
https://www.yad2.co.il/realestate/item/c5jryvfq?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=109,3750000.0,קרית היובל,טריפלקס,קרית היובל,ירושלים,0.0,7.0,150.0,25000.0
https://www.yad2.co.il/realestate/item/crfj1rdb?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=110,5000000.0,הארזים 8,דירה,בית הכרם,ירושלים,3.0,4.0,107.0,46728.97196261682
https://www.yad2.co.il/realestate/item/ri6ifmup?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=110,3090000.0,שמואל נתן 12,דירה,גבעת משואה,ירושלים,1.0,4.0,117.0,26410.25641025641
https://www.yad2.co.il/realestate/item/lbaakx0q?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=110,5000000.0,אדמונד סחייק 1,דירה,מלחה,ירושלים,2.0,4.0,160.0,31250.0
https://www.yad2.co.il/realestate/item/qifu7xpe?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=110,3950000.0,אליעזר שילוני 2,דירה,עיר גנים,ירושלים,15.0,5.0,136.0,29044.117647058825
https://www.yad2.co.il/realestate/item/c6ael4c4?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=111,3700000.0,הרב אברהם רביץ 1,דירת גן,נווה יעקב,ירושלים,3.0,4.0,158.0,23417.721518987342
https://www.yad2.co.il/realestate/item/y4yk59rt?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=111,3400000.0,בוליביה 4,דירה,ירושלים,ירושלים,6.0,4.0,160.0,21250.0
https://www.yad2.co.il/realestate/item/kvgxo25o?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=112,7900000.0,רבקה 26,בית פרטי/ קוטג',בקעה,ירושלים,0.0,3.0,90.0,87777.77777777778
https://www.yad2.co.il/realestate/item/slqdnduy?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=112,2400000.0,אברהם שטרן 38,דירה,קרית היובל,ירושלים,4.0,2.0,64.0,37500.0
https://www.yad2.co.il/realestate/item/1szralh3?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=112,3780000.0,יפה רום,גג/ פנטהאוז,גילה,ירושלים,3.0,5.0,128.0,29531.25
https://www.yad2.co.il/realestate/item/hg3tsyqz?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=113,3090000.0,וולטה עילית,דירה,קרית היובל,ירושלים,3.0,5.0,105.0,29428.571428571428
https://www.yad2.co.il/realestate/item/xh2zb2th?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=113,4080000.0,פרץ ברנשטיין,בית פרטי/ קוטג',רמת שרת,ירושלים,0.0,6.0,150.0,27200.0
https://www.yad2.co.il/realestate/item/24f9ftk8?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=114,4200000.0,בר כוכבא,דירה,הגבעה הצרפתית,ירושלים,7.0,5.0,120.0,35000.0
https://www.yad2.co.il/realestate/item/xlbp42ub?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=115,2550000.0,נחום אהרנפלד,דירת גן,פסגת זאב,ירושלים,2.0,4.0,94.0,27127.659574468085
https://www.yad2.co.il/realestate/item/avh8tecs?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=115,4200000.0,קנאי הגליל 9,דירה,ירושלים,ירושלים,4.0,4.0,105.0,40000.0
https://www.yad2.co.il/realestate/item/6xewmz38?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=115,5350000.0,"האר""י",דירה,רחביה,ירושלים,2.0,4.0,95.0,56315.78947368421
https://www.yad2.co.il/realestate/item/zataqh2o?opened-from=feed&component-type=main_feed&spot=standard&location=22&pagination=116,8200000.0,שמיר,בית פרטי/ קוטג',גילה,ירושלים,0.0,8.0,300.0,27333.333333333332
https://www.yad2.co.il/realestate/item/q8n79k6u?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=116,3050000.0,ניתאי הארבלי,דירה,ירושלים,ירושלים,5.0,3.0,81.0,37654.32098765432
https://www.yad2.co.il/realestate/item/548g5nh8?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=116,3190000.0,צביה ויצחק,בית פרטי/ קוטג',גילה,ירושלים,0.0,5.0,113.0,28230.088495575223
https://www.yad2.co.il/realestate/item/xgycb7qs?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=117,2750000.0,שבתאי הנגבי 65,דירה,גילה,ירושלים,3.0,4.0,105.0,26190.47619047619
https://www.yad2.co.il/realestate/item/e9j69gld?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=117,2790000.0,דרך בית לחם,דירת גן,בקעה,ירושלים,0.0,3.0,55.0,50727.27272727273
https://www.yad2.co.il/realestate/item/sqzkq8f0?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=118,1960000.0,גואטמלה 4,דירה,קרית היובל,ירושלים,2.0,2.0,50.0,39200.0
https://www.yad2.co.il/realestate/item/w14pa6pj?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=118,2550000.0,גבעת קנדה 29,גג/ פנטהאוז,גילה,ירושלים,3.0,3.0,83.0,30722.89156626506
https://www.yad2.co.il/realestate/item/m0zw42vk?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=118,3880000.0,משה קול,דירה,בית הכרם,ירושלים,1.0,4.0,95.0,40842.10526315789
https://www.yad2.co.il/realestate/item/sllkt88e?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=118,4690000.0,יעקב סלמן,גג/ פנטהאוז,בית הכרם,ירושלים,3.0,5.0,100.0,46900.0
https://www.yad2.co.il/realestate/item/tv2k52t0?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=119,8800000.0,שדרות הרצל 104,גג/ פנטהאוז,בית הכרם,ירושלים,8.0,6.0,177.0,49717.51412429378
https://www.yad2.co.il/realestate/item/7utpqt6a?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=119,5500000.0,הטייסים,דירה,גבעת הורדים,ירושלים,1.0,4.0,100.0,55000.0
https://www.yad2.co.il/realestate/item/0r8wa3f5?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=120,2100000.0,גילה,דירה,גילה,ירושלים,3.0,4.0,90.0,23333.333333333332
https://www.yad2.co.il/realestate/item/1je59xqi?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=121,2050000.0,יצחק טוניק 8,דירה,פסגת זאב,ירושלים,3.0,3.0,62.0,33064.51612903226
https://www.yad2.co.il/realestate/item/vprilyyi?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=122,5750000.0,רבן יוחנן בן זכאי 47,גג/ פנטהאוז,קטמונים,ירושלים,2.0,5.0,240.0,23958.333333333332
https://www.yad2.co.il/realestate/item/urursmpr?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=122,2300000.0,חוזה סן מרטין,דירה,קטמונים,ירושלים,3.0,3.0,60.0,38333.333333333336
https://www.yad2.co.il/realestate/item/5ilowz7l?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=122,6590000.0,אבא אבן,דירה,קרית הלאום,ירושלים,7.0,4.0,115.0,57304.34782608696
https://www.yad2.co.il/realestate/item/kluujd1z?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=123,2290000.0,אלי תבין,דירה,פסגת זאב,ירושלים,2.0,4.0,98.0,23367.34693877551
https://www.yad2.co.il/realestate/item/prdb1872?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=124,2390000.0,החרצית,דירה,קרית מנחם,ירושלים,4.0,4.0,102.0,23431.37254901961
https://www.yad2.co.il/realestate/item/a89foxm1?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=124,3790000.0,דרך כרמית,דירה,עין כרם,ירושלים,4.0,4.0,109.0,34770.64220183486
https://www.yad2.co.il/realestate/item/xb4hgphn?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=125,3500000.0,הרב ש. שאולזון 1,דירה,הר נוף,ירושלים,2.0,4.0,115.0,30434.782608695652
https://www.yad2.co.il/realestate/item/61egrj5p?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=125,7950000.0,בר כוכבא,גג/ פנטהאוז,הגבעה הצרפתית,ירושלים,13.0,4.0,420.0,18928.571428571428
https://www.yad2.co.il/realestate/item/jpws2va4?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=126,4750000.0,יחזקאל דוד גויטיין 5,בית פרטי/ קוטג',פסגת זאב,ירושלים,0.0,7.0,250.0,19000.0
https://www.yad2.co.il/realestate/item/vh2vjzo5?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=126,1885000.0,תירוש,דירה,גילה,ירושלים,2.0,4.0,65.0,29000.0
https://www.yad2.co.il/realestate/item/qc4hd04c?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=127,3390000.0,שדרות הרצל 116,דירה,בית הכרם,ירושלים,3.0,3.0,82.0,41341.46341463415
https://www.yad2.co.il/realestate/item/6rzu70cp?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=128,2990000.0,אנוסי משהד 1,דירה,ארמון הנציב,ירושלים,1.0,4.0,114.0,26228.070175438595
https://www.yad2.co.il/realestate/item/wot5ojzm?opened-from=feed&component-type=main_feed&spot=standard&location=22&pagination=129,1890000.0,שלמה בן יוסף 259,דירה,ארמון הנציב,ירושלים,1.0,3.0,60.0,31500.0
https://www.yad2.co.il/realestate/item/68g69a3j?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=129,3200000.0,משה קליינמן,דירת גן,קרית היובל,ירושלים,0.0,4.0,225.0,14222.222222222224
https://www.yad2.co.il/realestate/item/f5w9fat0?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=131,2740000.0,השומר 17,דירה,ירושלים,ירושלים,2.0,4.0,63.0,43492.06349206349
https://www.yad2.co.il/realestate/item/a3732lee?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=131,2590000.0,הרב כלפון משה הכהן,דירה,חומת שמואל,ירושלים,3.0,4.0,98.0,26428.571428571428
https://www.yad2.co.il/realestate/item/rdaekayw?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=132,4100000.0,הרב בנימין צביאלי 17,בית פרטי/ קוטג',פסגת זאב,ירושלים,0.0,5.0,240.0,17083.333333333332
https://www.yad2.co.il/realestate/item/k436odmh?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=132,2590000.0,הרדוף,דירה,גילה,ירושלים,3.0,4.0,80.0,32375.0
https://www.yad2.co.il/realestate/item/njgb48ni?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=132,2520000.0,האביבית,דירת גן,עיר גנים,ירושלים,0.0,3.0,90.0,28000.0
https://www.yad2.co.il/realestate/item/3h6jb1dk?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=132,3830000.0,משה קול,דירה,בית הכרם,ירושלים,1.0,4.0,118.0,32457.627118644068
https://www.yad2.co.il/realestate/item/ahqwour8?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=133,5360000.0,ניתאי הארבלי,דירת גן,ירושלים,ירושלים,1.0,4.0,162.0,33086.41975308642
https://www.yad2.co.il/realestate/item/m4zztifa?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=133,3800000.0,השופט חיים כהן,דירה,ארנונה,ירושלים,22.0,4.0,91.0,41758.241758241755
https://www.yad2.co.il/realestate/item/5jfi26jd?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=135,2980000.0,הארזים 5,דירה,בית הכרם,ירושלים,2.0,3.0,75.0,39733.333333333336
https://www.yad2.co.il/realestate/item/89zei5ra?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=135,2790000.0,שאול אביגור,דירה,חומת שמואל,ירושלים,2.0,4.0,106.0,26320.754716981133
https://www.yad2.co.il/realestate/item/b6qeq7o4?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=136,4900000.0,בית הכרם 23,דירה,בית הכרם,ירושלים,3.0,5.0,126.0,38888.88888888889
https://www.yad2.co.il/realestate/item/i26ypw88?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=136,3100000.0,יעקב סימן טוב,דירה,בית הכרם,ירושלים,1.0,3.0,74.0,41891.89189189189
https://www.yad2.co.il/realestate/item/a4035aao?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=136,4999000.0,בני בתירא,דירה,ירושלים,ירושלים,6.0,5.0,128.0,39054.6875
https://www.yad2.co.il/realestate/item/hw3s913k?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=136,7650000.0,רבי בנימין,גג/ פנטהאוז,בית הכרם,ירושלים,14.0,6.0,200.0,38250.0
https://www.yad2.co.il/realestate/item/xcuapwl1?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=136,5200000.0,קרית הלאום,דירה,קרית הלאום,ירושלים,5.0,4.0,108.0,48148.148148148146
https://www.yad2.co.il/realestate/item/pceaflpp?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=137,5300000.0,הארזים,דירה,בית הכרם,ירושלים,5.0,5.0,150.0,35333.333333333336
https://www.yad2.co.il/realestate/item/179m97xw?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=138,3290000.0,אברהם פררה,דירה,הולילנד,ירושלים,4.0,4.0,95.0,34631.57894736842
https://www.yad2.co.il/realestate/item/f07hojk7?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=139,5000000.0,הארבעה 49,דירה,פסגת זאב,ירושלים,4.0,4.0,107.0,46728.97196261682
https://www.yad2.co.il/realestate/item/yhpxon72?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=139,3490000.0,"בית""ר 9",דירה,רמות רחל,ירושלים,3.0,4.0,89.0,39213.48314606742
https://www.yad2.co.il/realestate/item/ngtfqtq8?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=139,3950000.0,זאב ז'בוטינסקי,דירת גן,טלביה,ירושלים,0.0,4.0,70.0,56428.57142857143
https://www.yad2.co.il/realestate/item/qguomdgt?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=139,530000.0,משה קול,דירה,בית הכרם,ירושלים,1.0,5.0,110.0,4818.181818181818
https://www.yad2.co.il/realestate/item/gmmv0sbt?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=140,4900000.0,קטמון הישנה,דירה,קטמון הישנה,ירושלים,1.0,5.0,133.0,36842.10526315789
https://www.yad2.co.il/realestate/item/adu4sndj?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=140,6900000.0,החלוץ,דירת גן,בית הכרם,ירושלים,0.0,5.0,225.0,30666.666666666668
https://www.yad2.co.il/realestate/item/ul23m5f1?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=141,2500000.0,אנטיגונוס 20,דירה,קטמונים,ירושלים,1.0,3.0,52.0,48076.92307692308
https://www.yad2.co.il/realestate/item/5mz2696m?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=141,2570000.0,הציונות,דירה,קרית היובל,ירושלים,2.0,5.0,112.0,22946.428571428572
https://www.yad2.co.il/realestate/item/kgxreuao?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=141,3350000.0,רב צעיר,דירה,קרית משה,ירושלים,3.0,3.0,85.0,39411.76470588235
https://www.yad2.co.il/realestate/item/atsd9bib?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=142,2700000.0,אהרון אשכולי 114,דירה,רמות,ירושלים,2.0,3.0,78.0,34615.38461538462
https://www.yad2.co.il/realestate/item/rvhew1zk?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=142,3200000.0,גרשון אבנר 8,דירה,ארמון הנציב,ירושלים,4.0,4.0,110.0,29090.909090909092
https://www.yad2.co.il/realestate/item/itnbd9br?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=142,2220000.0,התאנה 1,דירה,גילה,ירושלים,4.0,4.0,80.0,27750.0
https://www.yad2.co.il/realestate/item/kgxreuao?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=142,3350000.0,רב צעיר,דירה,קרית משה,ירושלים,3.0,3.0,85.0,39411.76470588235
https://www.yad2.co.il/realestate/item/nbpek230?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=142,2790000.0,יפה רום,דירת גן,גילה,ירושלים,0.0,4.0,138.0,20217.391304347828
https://www.yad2.co.il/realestate/item/ee0c1imj?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=142,4350000.0,הנמר,דירה,מלחה,ירושלים,0.0,5.0,110.0,39545.454545454544
https://www.yad2.co.il/realestate/item/70aelp1t?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=143,4750000.0,אדמונד סחייק,דירת גן,מלחה,ירושלים,0.0,5.0,196.0,24234.69387755102
https://www.yad2.co.il/realestate/item/57lnmibq?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=143,2450000.0,השישה עשר,דירה,פסגת זאב,ירושלים,2.0,4.0,105.0,23333.333333333332
https://www.yad2.co.il/realestate/item/p37342yw?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=145,2650000.0,שדרות נווה יעקב 46,דירה,נווה יעקב,ירושלים,1.0,3.0,77.0,34415.58441558442
https://www.yad2.co.il/realestate/item/ftny9lcx?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=145,2850000.0,דוד בן עמרם 4,דירה,בית ישראל,ירושלים,0.0,3.0,55.0,51818.181818181816
https://www.yad2.co.il/realestate/item/5pjgc704?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=145,3980000.0,המייסדים,דירת גן,בית הכרם,ירושלים,0.0,3.0,70.0,56857.142857142855
https://www.yad2.co.il/realestate/item/nlm7moy8?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=146,2750000.0,רבי בנימין,דירה,בית הכרם,ירושלים,2.0,3.0,80.0,34375.0
https://www.yad2.co.il/realestate/item/21a44rfp?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=146,2630000.0,הרב דוד אלטשולר,דירה,גילה,ירושלים,3.0,4.0,90.0,29222.222222222223
https://www.yad2.co.il/realestate/item/ubv05wfb?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=146,2470000.0,פרופ' יום טוב עסיס,דירה,ירושלים,ירושלים,4.0,4.0,110.0,22454.545454545456
https://www.yad2.co.il/realestate/item/dil0itia?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=147,5900000.0,הטייסים 17,דירת גן,גבעת הורדים,ירושלים,0.0,4.0,82.0,71951.21951219512
https://www.yad2.co.il/realestate/item/fn69pu16?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=147,8400000.0,שדרות הרצל,גג/ פנטהאוז,בית הכרם,ירושלים,9.0,6.0,202.0,41584.158415841586
https://www.yad2.co.il/realestate/item/yll9iv3z?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=147,1290000.0,נעמי,דירה,גבעת חנניה,ירושלים,2.0,1.0,16.0,80625.0
https://www.yad2.co.il/realestate/item/lrpcl2qh?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=148,2200000.0,אדם 37,דירה,ארמון הנציב,ירושלים,2.0,3.0,70.0,31428.571428571428
https://www.yad2.co.il/realestate/item/podkqpmj?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=148,7400000.0,השופט חיים כהן,דירה,ארנונה,ירושלים,23.0,5.0,140.0,52857.142857142855
https://www.yad2.co.il/realestate/item/xj3zyu0s?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=149,3200000.0,פרופ' יעקב פולוצקי 27,דירה,גילה,ירושלים,6.0,4.0,100.0,32000.0
https://www.yad2.co.il/realestate/item/veqk056i?opened-from=feed&component-type=main_feed&spot=standard&location=22&pagination=149,2620000.0,אליהו קורן,דירה,חומת שמואל,ירושלים,1.0,4.0,100.0,26200.0
https://www.yad2.co.il/realestate/item/6n4a2sqr?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=149,3250000.0,רמות,גג/ פנטהאוז,רמות,ירושלים,1.0,3.0,89.0,36516.85393258427
https://www.yad2.co.il/realestate/item/hhmlxko4?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=150,2500000.0,חוזה סן מרטין 801,דירה,קטמונים,ירושלים,1.0,3.0,65.0,38461.53846153846
https://www.yad2.co.il/realestate/item/8c61huxf?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=150,4400000.0,דניאל סירקיס,דירה,קרית משה,ירושלים,1.0,5.0,130.0,33846.153846153844
https://www.yad2.co.il/realestate/item/t6bo9n2k?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=151,3330000.0,נגבה 3,דירה,קטמון הישנה,ירושלים,1.0,3.0,73.0,45616.438356164384
https://www.yad2.co.il/realestate/item/2iyulwvf?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=151,8650000.0,המייסדים,דירת גן,בית הכרם,ירושלים,1.0,6.0,160.0,54062.5
https://www.yad2.co.il/realestate/item/bk6ylb73?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=151,5600000.0,דוד אלרואי 3,דירה,קטמון הישנה,ירושלים,3.0,4.0,110.0,50909.09090909091
https://www.yad2.co.il/realestate/item/fmkexqnz?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=152,3200000.0,גדעון,דירה,בקעה,ירושלים,3.0,4.0,80.0,40000.0
https://www.yad2.co.il/realestate/item/pcljjlap?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=153,4570000.0,צונדק 10,גג/ פנטהאוז,רמות,ירושלים,3.0,6.0,150.0,30466.666666666668
https://www.yad2.co.il/realestate/item/k85d8250?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=153,4000000.0,הרב רפאל ברוך טולדנו 3,דירה,רמת שלמה,ירושלים,2.0,4.0,120.0,33333.333333333336
